bus,vm_pu,va_degree,p_mw,q_mvar
1,1.042344,0.034880,0.013243,-46.589793
2,1.040935,0.101614,0.066518,-53.560837
3,1.041378,0.083642,0.083060,-20.811967
4,1.035051,0.138405,0.063269,-55.008591
5,1.030618,0.328615,760.089309,-87.584592
6,1.030120,0.196616,0.068108,-1.791890
7,1.036731,0.057234,-0.024837,42.251667
8,1.003347,-0.103433,0.060045,0.036915
9,1.023842,0.032250,0.070039,0.003569
10,1.045335,0.231253,863.932214,0.068451
11,1.019882,0.014682,-1.239792,0.113028
12,1.017093,0.031632,-0.016325,0.001286
13,1.024056,0.037921,-4.686414,-1.518459
14,1.025814,0.033860,0.113374,-0.023196
15,1.042484,0.164761,863.759819,0.032094
16,1.023123,-0.002077,0.040181,-0.001539
17,1.026756,0.025318,0.109553,-0.014766
18,1.026536,0.058133,-0.028576,0.049692
19,1.015794,0.081197,0.046185,-0.025707
20,1.030925,0.083450,518.229975,0.044693
21,1.023571,0.023748,0.019818,-0.027035
22,1.031263,0.111109,0.479760,31.908249
23,1.011100,0.008768,-0.023079,0.026181
24,1.023766,0.114074,0.063699,0.059021
25,1.035979,0.090401,772.450698,0.010581
26,1.043155,0.201662,-4.011265,-0.506418
27,1.032306,0.092015,0.102745,0.434832
28,1.027944,0.089815,-0.139955,0.174182
29,1.021429,0.048102,0.007441,0.060970
30,1.039520,0.061073,31.065596,20.315751
31,1.019645,0.129215,0.013848,-0.035612
32,1.035791,0.065057,0.034159,0.028913
33,1.042473,0.064822,0.080697,-0.059888
34,1.022039,0.042832,-0.000080,0.053317
35,1.008053,0.030569,0.086466,-0.017996
36,1.012035,-0.100282,0.015412,-0.053242
37,1.021892,-0.091285,0.046089,-0.032211
38,1.025428,-0.052715,0.045117,-0.008926
39,1.020334,-0.057225,0.004147,0.034488
40,1.029935,0.197355,0.025274,-0.109500
41,1.023771,-0.054467,0.094425,0.014441
42,1.016939,0.011715,-0.022660,0.017349
43,1.022549,-0.089280,0.031437,0.081787
44,1.023673,-0.048861,0.088029,-0.020122
45,1.022140,-0.059933,0.028161,0.027820
46,1.020401,-0.083301,-0.018081,0.043406
47,1.028366,-0.027299,0.141309,0.046975
48,1.020261,-0.058038,0.087740,-0.061568
49,1.025920,-0.046257,0.080762,-0.048652
50,1.022851,-0.080093,-23.649883,-0.006052
51,1.026331,0.048529,0.013993,-0.066857
52,1.024016,-0.051793,0.072516,0.060532
53,1.023974,-0.058910,0.102696,-0.023952
54,1.034254,0.164127,0.013815,0.077136
55,1.021891,-0.093723,0.048079,-0.040612
56,1.023104,-0.100181,0.063831,-0.016703
57,1.027670,-0.038722,-0.027147,0.014811
58,1.021433,-0.093861,0.017347,0.013348
59,1.022974,-0.090225,0.071816,0.078254
60,1.028456,-0.025782,0.054999,-0.025227
61,1.029599,-0.024519,89.973520,19.043114
62,1.020636,0.115571,-0.040740,0.035616
63,1.033575,0.139771,0.004905,-0.060589
64,1.014424,-0.099653,0.047118,-0.027502
65,1.020505,0.084165,0.032343,-0.002280
66,1.028171,-0.015426,0.028471,0.000249
67,1.027804,-0.036905,-1.387206,0.118114
68,1.024438,-0.057168,0.077218,0.069674
69,1.024219,-0.039693,0.120716,0.008157
70,1.025271,0.002827,0.079706,-0.042384
71,1.019977,-0.065185,0.030401,0.000580
72,1.016505,0.121678,-0.008107,-0.031671
73,1.026150,0.084979,0.063727,-0.007216
74,1.019096,-0.074122,-0.035073,0.071314
75,1.027103,0.013712,0.044683,-0.048572
76,1.021558,-0.091697,0.017760,-0.043217
77,1.028409,0.130039,0.081549,0.055466
78,1.018355,-0.029406,0.071926,-0.059888
79,1.027552,0.037037,0.072845,0.048212
80,1.043290,0.143317,0.097390,-0.006297
81,1.037883,-0.016151,0.138250,0.088401
82,1.040499,-0.024634,0.084710,-0.058765
83,1.044034,0.019887,0.114212,-0.054234
84,1.042448,0.026225,-0.017835,0.031851
85,1.035630,-0.001454,0.066547,-0.063920
86,1.041311,0.031691,0.091326,-0.116027
87,1.043225,0.102400,0.075686,0.071383
88,1.039610,0.012198,0.098996,-0.063480
89,1.039980,-0.017529,0.034030,-0.081404
90,1.040627,0.041437,0.045593,-0.019816
91,1.042587,0.025786,0.110749,0.062402
92,1.033533,-0.005511,0.110073,-0.005401
