bus,vm_pu,va_degree,p_mw,q_mvar
1,1.037953,0.124775,-1.082239,-52.674531
2,1.039014,0.239157,-0.927872,-38.998103
3,1.042910,0.176762,-0.963192,-32.923141
4,1.038427,-0.047648,-0.988448,-52.366215
5,1.021198,0.226095,-38.306045,-17.407567
6,1.023556,0.232759,-1.022725,-7.445328
7,1.044082,-0.072978,-1.027667,75.850720
8,1.012473,0.053833,-0.927634,-0.071145
9,1.028902,-0.088255,-1.130196,0.043250
10,1.038367,-0.079764,-0.910705,0.054195
11,1.020646,-0.106657,-5.792814,-0.230609
12,1.010605,-0.111306,-1.047110,-0.040915
13,1.026359,-0.096214,-9.648206,-1.973171
14,1.030108,-0.085276,-1.028418,0.081052
15,1.044217,-0.055694,-0.972318,0.011769
16,1.009948,0.214939,-0.937124,-0.046254
17,1.025261,0.084415,-0.966433,0.012302
18,1.011444,0.021461,-0.963494,-0.072630
19,1.009986,-0.148124,-1.017011,-0.020405
20,1.020548,-0.108433,-1.004202,-0.054593
21,1.022918,0.075684,-0.983670,-0.054694
22,1.025967,-0.068093,99.521577,-43.509968
23,1.004063,-0.132824,-0.947231,0.012710
24,1.021940,0.232553,-1.125361,-0.062573
25,1.014000,0.048544,-38.197457,0.010222
26,1.040601,-0.069897,-5.803702,-0.335036
27,1.036050,-0.074836,-5.937285,-0.092716
28,1.031092,-0.076402,-4.397207,0.540058
29,1.022503,-0.085460,-1.022320,0.054730
30,1.032792,0.087679,29.912911,22.556361
31,1.018297,0.262881,-1.004447,-0.002116
32,1.026984,0.083602,-1.060209,0.037161
33,1.034552,0.089129,-0.959235,-0.012903
34,1.022169,-0.089315,-1.057522,-0.097887
35,1.000277,0.155800,-0.964770,0.028328
36,1.017604,0.053727,-1.030467,0.023484
37,1.019729,-0.056846,-0.956384,0.025152
38,1.020803,0.112941,-0.966159,-0.008434
39,1.020896,0.131863,-0.918385,-0.050621
40,1.025053,0.232521,-0.953942,0.006604
41,1.019766,0.100031,-0.907238,-0.002061
42,1.021080,0.216498,-0.997384,-0.075173
43,1.017283,-0.066925,-0.997447,0.026649
44,1.019667,0.110537,-0.944988,0.063840
45,1.019923,0.014741,-0.951217,-0.040381
46,1.019627,-0.022961,-1.034611,0.055026
47,1.025300,0.192754,-1.015203,-0.020803
48,1.017226,0.106658,-1.099619,-0.095752
49,1.022804,0.115474,-0.945979,0.087461
50,1.020241,-0.055128,-38.339878,0.067744
51,1.024223,0.181618,-0.928354,0.029622
52,1.020223,0.068227,-0.889996,-0.012578
53,1.018192,0.094979,-1.028917,-0.073780
54,1.028614,0.306724,-1.016896,-0.065117
55,1.017131,-0.068760,-1.051214,0.031139
56,1.018923,-0.066919,-0.976357,0.101000
57,1.022784,0.118359,-0.944985,-0.008609
58,1.017326,-0.070651,-0.912415,-0.077280
59,1.018871,-0.061434,-0.968094,0.010176
60,1.024035,0.135551,-0.940830,-0.015693
61,1.025855,0.193756,88.952104,12.895979
62,1.020828,0.285079,-1.107544,-0.032538
63,1.029206,0.279801,-1.019318,0.027323
64,1.015280,-0.002375,-1.090258,-0.077806
65,1.024159,0.255155,-1.062852,-0.068980
66,1.024646,0.147620,-0.966214,-0.070909
67,1.021879,0.135229,-3.800752,0.915797
68,1.019736,0.096175,-0.977663,0.077151
69,1.019720,0.121070,-1.023760,-0.056050
70,1.023463,0.150792,-0.912803,-0.010149
71,1.020986,0.132129,-1.060505,-0.001422
72,1.014520,0.274717,-0.950953,-0.051636
73,1.025859,0.263988,-1.055683,0.072989
74,1.018483,0.000613,-1.039301,0.033055
75,1.024815,0.247556,-0.973828,-0.041125
76,1.017114,-0.068941,-0.914257,-0.066770
77,1.024536,0.275449,-1.055941,0.087918
78,1.019065,0.183658,-0.965252,-0.058413
79,1.026621,0.250112,-0.930122,0.053798
80,1.043339,-0.044524,-0.964818,0.004250
