bus,vm_pu,va_degree,p_mw,q_mvar
1,1.065548,-0.037784,-5.627921,-0.647903
2,1.041287,-0.098792,-24.541096,4.125560
3,1.054077,-0.023546,-26.058289,-4.201409
4,1.081323,-0.017554,-75.357055,-9.084764
5,1.070126,-0.037871,1.415282,-0.440428
7,1.060575,-0.015459,43.727966,19.530411
8,1.083555,0.045048,161.696202,-105.818628
9,1.056024,-0.019440,-32.599326,-15.591630
10,1.060915,0.010514,50.581912,-38.709898
11,1.048407,-0.012962,-6.088255,-89.018413
12,1.096602,-0.034070,-203.546136,37.820938
13,1.058091,0.000670,-1.332824,96.368892
14,1.106662,0.043661,211.627732,75.645694
15,1.081304,-0.013038,-7.357432,3.910607
16,1.054412,-0.028160,-37.945893,-2.590205
17,1.054608,-0.026930,-10.887832,1.640685
18,1.081971,-0.015090,-3.636496,1.158880
19,1.062182,-0.051325,-2.986398,-0.059487
20,1.028815,-0.090790,-7.460409,0.116136
21,1.037065,-0.105579,-10.119264,1.899373
26,1.078537,-0.021700,-28.072320,-0.973588
29,1.059110,-0.029926,-2.971338,0.026738
30,1.032065,-0.104169,-14.720001,1.933266
34,1.057392,-0.017873,70.687131,-25.857232
35,1.063089,-0.021063,-22.163244,-4.136512
36,1.070825,-0.018948,52.186675,19.209727
42,1.079255,-0.030389,-19.639186,2.537232
55,1.071333,-0.033902,-5.834702,-0.884593
68,1.069134,-0.039425,-9.623115,-1.945486
72,1.093129,-0.006162,-24.124369,-11.212902
103,1.083216,-0.016499,-5.374979,22.296036
