bus,vm_pu,va_degree,p_mw,q_mvar
1,1.049825,0.524377,80.247651,-85.610655
2,1.026609,0.490000,-487.547876,38.994009
3,1.050842,0.680931,1715.606332,68.175908
4,1.049974,0.459251,-1454.083410,634.118082
5,1.047659,0.488608,-2507.661300,-485.056150
6,1.049928,0.651300,7235.150956,173.009121
7,1.043396,0.342854,-1297.883848,862.525315
8,1.041967,0.342777,-957.190794,-36.072049
9,1.050210,0.563284,2102.457283,-51.063790
10,1.047412,0.347665,253.404548,-1827.183479
11,1.050359,0.359045,5048.884639,-64.837666
12,1.050040,0.248951,-941.774439,1675.044232
13,1.050243,0.253208,-2426.250507,-738.406789
14,1.050261,0.332834,6603.778308,-546.148484
15,1.049300,0.291077,-3117.930590,-2833.498844
16,1.049582,0.258054,6819.648527,5373.988718
17,1.049518,0.137053,759.066312,455.363048
18,1.051015,0.132260,-3175.031445,-962.909736
19,1.050364,0.102169,1111.674928,664.283438
20,1.046712,0.016326,-10.205471,562.569087
21,1.049859,0.038292,-204.850902,-499.844113
22,1.049213,0.021322,-1546.425391,-452.205359
23,1.045400,-0.007686,-3060.854132,-392.790777
24,1.042133,-0.016141,-1360.035619,-509.100692
25,1.045278,-0.047657,-7940.450221,-1848.897490
26,1.043589,-0.005530,-644.531985,-707.318031
27,1.043856,-0.000106,864.438011,603.832667
28,1.041911,-0.020924,-1316.981711,-92.342997
29,1.045406,-0.000705,593.534284,609.195481
30,1.049895,0.528585,6.913023,0.003480
