bus,vm_pu,va_degree,p_mw,q_mvar
1,1.016332,0.057584,102.004243,-2.973797
2,0.972406,-0.076726,-47.609889,0.093774
3,1.009771,0.062130,-56.436290,2.050315
4,1.042407,-0.018223,-35.378559,-28.430617
5,1.021058,0.019462,-5.472435,-1.553918
7,1.022068,0.086524,36.266114,-6.059083
8,1.059271,0.035392,181.218575,-66.791324
9,1.021964,0.083563,147.613364,-5.324034
10,1.040646,0.009610,-28.594079,20.510127
11,1.027339,-0.007172,186.192123,39.265734
12,1.059295,-0.054597,-355.350493,-21.756057
13,1.031053,-0.000117,0.497997,69.435841
14,1.079525,0.029318,131.816170,75.224417
15,1.044920,-0.012738,-9.856747,4.636794
16,1.008270,0.057688,-80.916899,-11.584468
17,1.007276,0.058050,-16.849871,0.804617
18,1.043525,-0.013773,22.295622,1.645496
19,1.013532,0.049514,0.166510,0.031785
20,0.983188,0.026067,-4.060853,0.232891
21,0.981551,0.003832,-7.738208,0.113240
26,1.035876,-0.019993,-51.663391,-8.636609
29,1.005299,0.086543,-2.032387,-0.014121
30,0.854343,0.626211,80.673100,-0.917405
34,1.008357,0.066615,30.160993,-5.382052
35,1.010335,0.048706,-52.723024,1.805017
36,1.017322,0.051015,0.395073,21.013187
42,1.036843,-0.009124,-13.481831,-1.421325
55,1.021701,0.015195,-9.579747,-1.177672
68,1.021084,0.017146,-11.338553,-3.398764
72,1.056551,-0.019350,-62.497333,-1.504021
103,1.041890,-0.019054,-57.266550,-20.160951
