bus,vm_pu,va_degree,p_mw,q_mvar
1,1.038746,0.629624,-16.008392,-50.612325
2,1.017561,0.600040,-231.895899,-187.913724
3,1.049759,0.774983,1913.988444,-9.512253
4,1.049939,0.507267,-725.874417,742.644056
5,1.048611,0.456171,-3135.991680,-207.716280
6,1.050222,0.612435,3989.207745,204.953748
7,1.044034,0.413725,-740.165442,-596.625198
8,1.042350,0.413565,-534.466208,-23.224022
9,1.050082,0.609895,4639.026682,-32.885883
10,1.048296,0.380532,-575.771955,-798.578309
11,1.050718,0.389689,2832.015211,-798.245871
12,1.049727,0.332637,2733.937582,1790.931546
13,1.049518,0.296211,-1481.252643,-475.834927
14,1.050718,0.345380,3582.305208,-351.912814
15,1.049395,0.330232,2863.469359,-2773.612261
16,1.049630,0.259727,3721.625608,5600.394697
17,1.048768,0.146855,-584.712456,570.450312
18,1.049887,0.154893,-3244.481293,-277.255742
19,1.050040,0.091181,960.349258,-1585.450615
20,1.043243,-0.010332,-1902.350356,-476.591430
21,1.050140,0.028961,-348.969493,-428.948501
22,1.050219,0.022031,-1043.785887,-224.084230
23,1.047074,0.005658,-2854.230623,364.448960
24,1.043536,-0.002957,-794.192197,-328.020211
25,1.044708,-0.058422,-8869.013981,-854.397822
26,1.042524,-0.022570,-797.761825,-344.286810
27,1.044943,0.000778,1100.943573,-627.223201
28,1.045078,-0.003187,-1295.335569,195.567748
29,1.049198,0.039324,1556.759507,-319.215208
30,1.049543,0.695351,86.814433,-0.004571
