bus,vm_pu,va_degree,p_mw,q_mvar
1,1.049294,0.010953,-159.447065,-59.225219
2,1.039966,-0.000373,-804.671446,81.751636
3,1.050410,0.172878,701.248429,202.041953
4,1.049731,0.137830,1992.214884,-461.646713
5,1.047652,0.086204,-1272.023361,339.912357
6,1.050154,0.133005,1147.050056,-486.565729
7,1.044960,0.064018,6.029352,-925.360128
8,1.042259,0.064084,-698.613546,-26.382173
9,1.049257,0.119797,801.264204,-37.383400
10,1.045039,0.018871,-318.960477,102.012891
11,1.050647,0.093424,4213.695977,1130.878205
12,1.051023,0.084166,3338.996783,-934.213843
13,1.047614,0.003530,-3795.836391,-540.410461
14,1.047461,-0.013635,-398.918328,-399.703760
15,1.048412,-0.014149,-1849.008845,-1421.239529
16,1.048229,-0.012810,502.813222,-917.422238
17,1.048782,-0.024309,1028.921977,-667.229008
18,1.046505,-0.030733,-3817.843923,-441.222341
19,1.049620,0.020135,2526.097043,1041.506583
20,1.049997,-0.008447,842.046918,-501.030062
21,1.048115,-0.023751,1053.124163,183.144540
22,1.046398,-0.044398,-2899.370363,-279.731761
23,1.049746,-0.030281,1773.842691,258.450752
24,1.046918,-0.034307,-993.582038,-372.473455
25,1.046572,-0.074201,-5774.150216,-1098.248185
26,1.049301,-0.013816,1171.847709,-276.442182
27,1.050699,-0.000781,982.460460,166.747234
28,1.049656,-0.012232,-406.911083,122.833409
29,1.050922,0.012829,1259.763082,-752.830579
30,1.049512,0.016674,6.919870,-0.037135
