bus,vm_pu,va_degree,p_mw,q_mvar
1,1.045330,0.624494,174.314615,-87.533673
2,1.015551,0.573684,-444.224748,-141.914139
3,1.050192,0.754820,1922.315749,-5.746337
4,1.050004,0.484102,-964.592007,628.251664
5,1.047624,0.481604,-889.744714,-166.350735
6,1.050056,0.531652,2509.256461,166.955043
7,1.050048,0.411065,1186.460343,-598.360101
8,1.045409,0.410681,-861.864620,-36.615973
9,1.050539,0.491525,3536.755831,-52.067351
10,1.050175,0.281455,359.250987,-1963.605760
11,1.050234,0.267488,3676.469200,-355.531313
12,1.049687,0.214702,2923.803847,1668.743625
13,1.050009,0.156650,-2907.497057,-752.513341
14,1.049680,0.178127,1865.567993,-556.541249
15,1.050625,0.167636,-2466.212896,-2892.816199
16,1.049934,0.138916,2085.822099,3128.443710
17,1.048790,0.048579,-940.600306,448.868877
18,1.050521,0.048981,-4370.773267,-995.760957
19,1.049870,0.115927,3354.052785,858.815083
20,1.047495,0.028981,648.950740,524.053180
21,1.050079,0.045321,3175.027573,124.402851
22,1.046752,0.006059,-2015.092912,-466.351032
23,1.041733,-0.037189,-4524.118050,-1568.858074
24,1.040087,-0.040279,-1272.599744,-518.739123
25,1.045274,-0.028574,-4424.481712,-1903.501954
26,1.044231,0.001269,-1278.355914,-215.718787
27,1.045291,-0.000276,969.012270,565.743471
28,1.041489,-0.034116,-1254.518530,-114.540448
29,1.043856,-0.018511,659.387287,351.491342
30,1.050784,0.716927,120.473868,-0.073605
