bus,vm_pu,va_degree,p_mw,q_mvar
1,1.049991,-0.241727,-292.678547,-53.158924
2,1.048889,-0.238875,-934.187351,117.814359
3,1.050377,-0.065258,283.895658,205.792506
4,1.050310,-0.018828,2041.354182,-217.759472
5,1.046752,-0.076063,-1402.207203,-498.776804
6,1.050055,-0.025778,294.578169,198.504468
7,1.046991,-0.045652,-109.566275,-912.309351
8,1.047454,-0.046592,-675.655958,-24.230773
9,1.049725,-0.006241,-113.837494,-34.331091
10,1.049187,-0.019800,-326.192161,-427.841668
11,1.050879,0.049265,3491.522221,-1095.021470
12,1.049759,0.060782,3373.252852,486.610831
13,1.047451,-0.015123,-3805.268755,-494.539973
14,1.049264,-0.013369,-1212.335981,-365.891404
15,1.049938,-0.002663,1558.312770,-2285.900519
16,1.050876,-0.001905,1368.259596,5566.263380
17,1.047166,-0.030304,488.289089,-644.533005
18,1.045896,-0.035623,-3495.188172,-1811.101057
19,1.049358,0.008295,1917.819764,-2030.281021
20,1.050115,-0.015821,866.755395,655.296597
21,1.047451,-0.030496,181.769575,194.919749
22,1.046292,-0.043912,-2949.605339,-240.278512
23,1.049882,-0.012076,4171.520930,-3263.859286
24,1.047173,-0.017878,-945.609051,-340.977436
25,1.045283,-0.076802,-6238.633579,-924.998649
26,1.049702,-0.022118,553.077991,1498.790399
27,1.049003,-0.000729,973.014439,647.342116
28,1.049348,-0.000876,-278.567841,-1169.703003
29,1.049652,0.030807,1376.978965,-278.140412
30,1.041205,-0.262273,-29.888101,0.011015
