bus,vm_pu,va_degree,p_mw,q_mvar
1,1.048344,0.166863,100.623838,-0.509641
2,1.006236,0.083764,-31.933992,-1.633778
3,1.033091,0.179255,-48.974452,-2.872408
4,1.056616,-0.016080,-66.991206,-12.958922
5,1.060471,0.117509,28.113136,0.941996
7,1.037056,0.191458,39.216320,-12.740464
8,1.071104,0.003068,33.277414,-49.595380
9,1.037698,0.186831,92.715819,-19.030675
10,1.053650,0.053343,-24.284820,24.810767
11,1.042193,-0.003037,104.562230,12.684308
12,1.079658,-0.025334,-139.366864,-13.849176
13,1.043888,-0.000391,4.774322,101.844210
14,1.086921,0.009452,102.880921,19.738204
15,1.058094,-0.007360,-3.941846,4.908387
16,1.036166,0.184907,-11.203615,-6.025775
17,1.035699,0.185278,-7.315520,0.110300
18,1.057178,-0.012384,2.524319,0.945693
19,1.049558,0.180569,3.101658,-0.017822
20,1.018729,0.159256,-4.074357,0.062463
21,1.017510,0.285562,19.243203,-0.536261
26,1.051110,-0.001625,-31.758658,-6.269753
29,1.039413,0.178090,3.037026,0.059571
30,0.993132,0.079113,-18.820605,-1.189029
34,1.036729,0.191021,79.760403,-24.144922
35,1.040515,0.188442,12.256349,0.602038
36,1.041439,0.181157,2.971950,-8.193468
42,1.055995,0.026346,-29.137580,-2.310295
55,1.044093,0.082911,-6.681025,-1.877749
68,1.061624,0.119506,0.235568,0.014159
72,1.070857,-0.019273,-96.769910,14.429913
103,1.055951,-0.018510,-91.700774,-14.389063
